"ZIP","Bliss","HSA","Loewe","Drug1","Drug2","Cell"
"-0.961684561071249","-4.58536960868495","-8.66610261261505","-15.6711961100787","Tosedostat","Trametinib","CAL148"
"0.717813057306956","-0.140832389515488","-8.11933655253377","-10.0339611932","Navitoclax","Trametinib","CAL148"
"13.6989398779823","18.6128186504156","3.85828020965312","-8.34047749720613","Iniparib","Trametinib","CAL148"
"14.1264230263287","0.569069275011404","-3.95132054715488","-8.64961346877086","Entinostat","Trametinib","CAL148"
"1.5851481686203","-0.318652157006193","-6.6459609736377","-6.17828579584204","Pictilisib","Trametinib","CAL148"
"2.34546004005908","-1.06729950358222","-7.95106418914863","-9.81833689667343","GDC-0068","Dactolisib","CAL148"
"4.23951143825632","-2.17320679618188","-12.5369673056485","-12.0349619317426","KX2-391","Trametinib","CAL148"
"3.64156138085972","1.20612010035537","-8.31047123738947","-11.2120049907776","Linsitinib","Trametinib","CAL148"
"5.94587758163991","6.90175673442775","-3.60167366988174","-6.07830587565336","Ponatinib","Trametinib","CAL148"
"7.39638705437716","7.52771639347209","-1.95640082904485","-3.64124534522341","AVN944","Dactolisib","CAL148"
"17.8107915830575","14.3544782881152","7.9286770789587","6.71952544662398","Everolimus","Dactolisib","CAL148"
"-3.07686071987963","-6.81822161440434","-5.89614553643175","-7.30089947185597","Danusertib","Dactolisib","CAL51"
"2.9847198530194","-0.13640987795899","3.33768879141454","-0.353689165874365","Dasatinib","Dactolisib","CAL51"
"1.83029857711076","-1.11998499163146","-1.2731078829852","-4.62838207254548","SNS-032","Dactolisib","CAL51"
"2.70832108731801","1.5974149244813","-1.14523087168263","-2.4936390203407","Indibulin","Dactolisib","CAL51"
"8.95511154649786","6.69525364840393","-1.99971130576077","-2.99883715790727","Dinaciclib","Dactolisib","CAL51"
"11.2765066834616","13.5437229893221","2.66468253521539","-0.198991298294033","TAK-901","Dactolisib","CAL51"
"5.21983972580834","-1.43584132600297","-3.36814928707132","-5.02829864561538","Trametinib","Dactolisib","CAL51"
"0.761239903317629","-3.90938104429258","-5.97192856083109","-7.05600486515952","Teniposide","Dactolisib","CAL51"
"-0.220474808699639","-5.20095061141318","-7.9791075281574","-9.42423445790887","Floxuridine","Dactolisib","CAL51"
"3.62272082227397","0.33441591299074","-1.38493393870727","-6.09595736715779","Refametinib","Dactolisib","CAL51"
"7.85354685781609","5.90035017550486","-0.776852500612338","-0.892837183106685","Navitoclax","Dactolisib","CAL51"
"5.4825820511434","2.51598098387316","-2.68328500455369","-2.79548153994275","BIIB021","Dactolisib","CAL51"
"-2.0145601638881","-3.51672675393285","-8.31276931769997","-9.8298628399033","GSK269962","Trametinib","CAL51"
"6.44343773748673","4.54974070043645","-2.8881155651158","-3.04925059132197","GDC-0068","Trametinib","CAL51"
"3.34309390441371","4.91242562427587","-5.01892823385883","-5.37174101462335","Nintedanib","Trametinib","CAL51"
"1.75028208280283","0.0784555348287589","-1.8666615831158","-4.87595189496131","Everolimus","Trametinib","CAL51"
"8.77674546751966","7.80652758460068","-3.60033082178724","-3.05846830074662","Olaparib","Trametinib","CAL51"
"6.91136960384029","8.52377989504609","-3.34961785579245","-5.00290356289957","SCH772984","Trametinib","CAL51"
"1.06889078794212","-0.657970288314726","-4.99826599858362","-16.4721172098921","ABT-199","Trametinib","CAL51"
"-1.27279484039463","-2.71634733135134","-3.81099681262848","-3.24833367504994","Tosedostat","Trametinib","CAL51"
"0.561121733699872","-3.40518383008217","-7.66784883326505","-5.33172776575041","Navitoclax","Trametinib","CAL51"
"21.4733483299974","5.66343609348896","-3.27389917277626","-12.3057254957011","Iniparib","Trametinib","CAL51"
"6.07134038255027","5.88729595564063","-2.22105613854843","-2.3288089148858","Entinostat","Trametinib","CAL51"
"4.12831369631668","5.12256693203862","-5.14092743192996","-7.63364813741701","Pictilisib","Trametinib","CAL51"
"-0.695978004573221","-4.92672669687779","-5.72520695222373","-6.33913619026452","GDC-0068","Dactolisib","CAL51"
"1.23594998629011","-1.04409010514516","-5.6758718564285","-7.44336782117528","KX2-391","Trametinib","CAL51"
"0.893022633270564","1.12657885854399","-4.73569389147797","-12.2600691461495","Linsitinib","Trametinib","CAL51"
"3.69094275934264","5.97538643676384","-3.30349357838306","-9.63215612741101","Ponatinib","Trametinib","CAL51"
"6.78744664192793","3.79956686683032","-3.44781692832455","-3.87629203715556","AVN944","Dactolisib","CAL51"
"10.420431557928","7.64868026985569","7.86933212481352","4.02094170054534","Everolimus","Dactolisib","CAL51"
"-3.25944795770072","-10.2087454592224","-11.0728005385597","-12.8584941084921","Danusertib","Dactolisib","DU4475"
"3.65771550037854","1.45977392614842","-9.85341482145616","-45.0803167410945","Dasatinib","Dactolisib","DU4475"
"4.97401535234599","7.08328470943999","0.999731849518745","-2.18579205598118","SNS-032","Dactolisib","DU4475"
"2.82249598924854","1.35246561058","-6.37125354726176","-8.04767680855829","Indibulin","Dactolisib","DU4475"
"25.6644720888193","29.600889293073","3.79487563220635","2.8482752690689","Dinaciclib","Dactolisib","DU4475"
"6.29663012851373","2.59943602487436","-7.38121466668127","-9.35479376883746","TAK-901","Dactolisib","DU4475"
"-8.40544822941388","-19.4435425534729","-15.2960852646501","-16.4826683068298","Trametinib","Dactolisib","DU4475"
"0.609439606008201","-1.06096588759076","-6.64965894163679","-7.6850311900617","Teniposide","Dactolisib","DU4475"
"2.10782133501288","-5.1026702399168","-13.2442364050241","-45.4906720610493","Floxuridine","Dactolisib","DU4475"
"-1.98576256628132","-3.53709656693584","-6.03503393708833","-7.6688044285874","Refametinib","Dactolisib","DU4475"
"19.9170012365878","17.1965745524089","-1.06660734606697","-2.2136110808616","Navitoclax","Dactolisib","DU4475"
"8.17727043229043","5.71546780461832","-9.42281114642855","-9.70238030102221","BIIB021","Dactolisib","DU4475"
"-5.98446455038058","-15.7065623289052","-17.1471320145774","-90.7229661391289","GSK269962","Trametinib","DU4475"
"3.9447655533115","-9.07200790116399","-15.5764735825843","-13.5128248138906","GDC-0068","Trametinib","DU4475"
"4.51644477158331","5.30451890912975","-8.74596679223761","-8.9051501463018","Nintedanib","Trametinib","DU4475"
"2.85978494581905","3.68615314927869","-1.73600750287097","-4.14378328216511","Everolimus","Trametinib","DU4475"
"14.0394489185964","17.2781680598512","3.57455925313432","-24.4192991274868","Olaparib","Trametinib","DU4475"
"9.47255869545598","9.5997885813736","2.21024931110649","0.950818452908861","SCH772984","Trametinib","DU4475"
"-6.27760486623696","-12.8640382216741","-12.0372420590538","-37.0091565882809","ABT-199","Trametinib","DU4475"
"2.43152645444532","0.63889580329177","-0.294566419278427","2.05025809316864","Tosedostat","Trametinib","DU4475"
"2.85443437423156","-0.125333063116018","-8.28668707460504","-6.42287457867809","Navitoclax","Trametinib","DU4475"
"-1.46501620626895","-3.92402797135089","-7.98711219487532","-81.7577281960278","Iniparib","Trametinib","DU4475"
"10.3324658001562","15.4502167620646","1.87881913437865","-25.2934745640184","Entinostat","Trametinib","DU4475"
"4.08645470291919","0.406853266744897","-4.39596793552512","-29.1229033153586","Pictilisib","Trametinib","DU4475"
"-2.28380060493003","-10.2630070646034","-12.8606716256364","-17.17270002432","GDC-0068","Dactolisib","DU4475"
"-0.385652072395118","-7.29938020699776","-17.7801142428239","-22.3640708446625","KX2-391","Trametinib","DU4475"
"8.71825022650798","9.4970701526437","-7.60864578947958","-7.58037479704977","Linsitinib","Trametinib","DU4475"
"-0.725403741205521","-6.4091593387687","-13.6234086544822","-15.1060911239268","Ponatinib","Trametinib","DU4475"
"17.4420799618008","16.8293816780346","-6.24874718167439","-6.56411543458092","AVN944","Dactolisib","DU4475"
"28.8511133231361","26.2563166466684","12.3957451367116","10.27605989611","Everolimus","Dactolisib","DU4475"
"-1.40012075609995","-19.7741892749903","-34.2380225012111","-25.5535241172359","Everolimus","Dactolisib","HCC1599"
"12.243184133118","26.5758199034911","3.42255324316732","3.394465744688","Trametinib","Dactolisib","HCC1599"
"6.72833265002875","12.632890616441","3.10697086078185","4.35985246166161","Refametinib","Dactolisib","HCC1599"
"14.7752665094689","30.6719754715158","-4.74430653338507","-3.46515430102958","Indibulin","Dactolisib","HCC1599"
"-0.590945181284869","0.793710119104507","-6.21745460855378","-5.21269192515654","GSK269962","Trametinib","HCC1599"
"-4.13241851771294","-11.0509379075811","-11.7114543233475","-10.469776111735","Navitoclax","Trametinib","HCC1599"
"29.5652192035432","25.6868137480777","9.08011319038166","4.2829033746402","Ponatinib","Trametinib","HCC1599"
"6.072545991442","25.9372411079182","5.72817274959802","-8.87164749652553","Olaparib","Trametinib","HCC1599"
"2.71954538374895","-0.721665230545384","-2.76637498088978","-3.17510423779585","ABT-199","Trametinib","HCC1599"
"5.07600466677943","13.8971513125503","-2.21144361083793","-2.15661160415293","SCH772984","Trametinib","HCC1599"
"-3.1189726731741","-7.77766265128023","-5.82143346015867","2.15608509261333","Entinostat","Trametinib","HCC1599"
"18.9868491999187","14.5538513986527","-1.37616929940153","0.600858759165567","Iniparib","Trametinib","HCC1599"
"-1.07233508394538","-3.18678148530681","4.60217963785407","2.38905125308607","Everolimus","Dactolisib","MCF-10A"
"-2.90495309947903","-6.9431345883411","-9.57741039366124","-11.1836800413368","Trametinib","Dactolisib","MCF-10A"
"-1.35763154365418","-7.68894187147985","-10.210915518181","-10.5903031275634","Refametinib","Dactolisib","MCF-10A"
"1.07468161477193","-5.40152087028709","-8.08081800633596","-9.28365002665698","Indibulin","Dactolisib","MCF-10A"
"21.4930671149725","20.5737160476235","0.110779865319338","-2.45520221582795","GSK269962","Trametinib","MCF-10A"
"15.9748354122334","14.9886699925301","-1.80594083676852","-1.98152596535466","Navitoclax","Trametinib","MCF-10A"
"-6.14836842338775","-14.1947990558544","-14.5842050321483","-17.6912708250688","Ponatinib","Trametinib","MCF-10A"
"-0.497190444667025","-8.60878565042873","-16.0347437564152","-37.4850394322162","Olaparib","Trametinib","MCF-10A"
"0.83115355088972","-8.3039362025265","-17.4952140445294","-38.7147749637925","ABT-199","Trametinib","MCF-10A"
"1.67614670490948","0.434093068023546","-5.86757653208705","-7.67505746285005","SCH772984","Trametinib","MCF-10A"
"23.6658024224981","27.5521571483038","2.07106399744466","-0.0588143431136042","Entinostat","Trametinib","MCF-10A"
"21.1748413252942","17.2585153728378","-9.73096879809617","-18.8348415470762","Iniparib","Trametinib","MCF-10A"
"-22.0605362272864","-31.8873153691323","-16.0009008501483","-19.6653786888912","Everolimus","Dactolisib","MDAMB-436"
"6.88176515832197","-9.92805239194132","-26.4750157449162","-27.5745217412098","Trametinib","Dactolisib","MDAMB-436"
"7.24631565797537","-5.73830206286002","-23.4451053139318","-36.6722969670298","Refametinib","Dactolisib","MDAMB-436"
"-11.8207190376215","-21.0828629234291","-30.608472012794","-29.0764464270393","Indibulin","Dactolisib","MDAMB-436"
"60.0875684585936","64.670797111894","-1.17322109129251","0.278027064860302","GSK269962","Trametinib","MDAMB-436"
"49.8517400544473","39.8664594732417","-5.79468704694241","0.0380223426031188","Navitoclax","Trametinib","MDAMB-436"
"-15.6141881735129","-46.7291528728412","-34.9049528869097","-37.5385578540192","Ponatinib","Trametinib","MDAMB-436"
"0.142624605796058","-16.913610148626","-30.4222157249603","-30.4715289426974","Olaparib","Trametinib","MDAMB-436"
"-4.27331745650178","-25.1948297145462","-38.6679786095886","-58.1071266710144","ABT-199","Trametinib","MDAMB-436"
"11.6490543197362","-21.0012153854623","-37.7261433786052","-40.1737750291346","SCH772984","Trametinib","MDAMB-436"
"58.1638614001857","63.7574190031732","-1.10531118059081","-0.858159022939081","Entinostat","Trametinib","MDAMB-436"
"46.8821224927982","45.2766747014816","-3.54572275428391","-3.19790724972196","Iniparib","Trametinib","MDAMB-436"
"-2.38442057065507","-6.63318126072481","-5.28907195311609","-6.79312020902802","Danusertib","Dactolisib","MDAMB231"
"4.74750638809057","4.41328019935381","2.21471654162222","0.171970013146668","Dasatinib","Dactolisib","MDAMB231"
"0.09202632241493","-3.1797798839373","-5.20852203955121","-6.40202821645997","SNS-032","Dactolisib","MDAMB231"
"-3.01944498387699","-3.64045506503046","-6.49946535718974","-9.02492635598906","Indibulin","Dactolisib","MDAMB231"
"10.6955688544425","12.028613206878","1.32880201167714","0.535585584548933","Dinaciclib","Dactolisib","MDAMB231"
"8.62933443321419","5.13707860285533","0.215947246667679","-1.87384966415098","TAK-901","Dactolisib","MDAMB231"
"-2.46926067802464","-5.92269121182294","-7.22494599450779","-9.37101793494558","Trametinib","Dactolisib","MDAMB231"
"1.79210637333547","-3.08443600021768","-9.05992866633203","-9.54075234724816","Teniposide","Dactolisib","MDAMB231"
"-0.586709482892291","-4.39653325624388","-9.62155240019711","-10.9765972783276","Floxuridine","Dactolisib","MDAMB231"
"1.13456775066016","-4.42988301861421","-4.35426003946113","-4.85159658079387","Refametinib","Dactolisib","MDAMB231"
"10.630247472373","10.8464902308619","-0.177748943946827","-2.26615925003699","Navitoclax","Dactolisib","MDAMB231"
"6.79289127789379","3.87534157894024","-2.03438833265688","-2.95530673534066","BIIB021","Dactolisib","MDAMB231"
"-2.42315302525929","-7.04539219513318","-9.34549052099835","-9.74413579439033","GSK269962","Trametinib","MDAMB231"
"3.75614902590745","-3.296770889599","-13.0796254216338","-38.091475253941","GDC-0068","Trametinib","MDAMB231"
"-0.0606113098553911","-6.49834737474436","-11.7032987087882","-38.1090450444723","Nintedanib","Trametinib","MDAMB231"
"-0.612097488990637","-0.152302702837027","-3.88688024739506","-5.3758764663448","Everolimus","Trametinib","MDAMB231"
"12.5815350328516","10.5568752248656","-5.9705978964056","-15.2511974254254","Olaparib","Trametinib","MDAMB231"
"8.51230241397256","5.55593246454179","-7.21562454523358","-6.71599390317007","SCH772984","Trametinib","MDAMB231"
"-3.58230735494281","-9.54809207782665","-10.1560869489535","-34.8263712112015","ABT-199","Trametinib","MDAMB231"
"-0.376154847553312","-6.70512538048224","-5.6495551730647","-5.82943107989422","Tosedostat","Trametinib","MDAMB231"
"-2.56373151470086","-4.76221484993457","-5.91496385513973","-7.46139494950358","Navitoclax","Trametinib","MDAMB231"
"-0.874988576754461","-5.10203630822785","-6.06182764136619","-7.06133271107914","Iniparib","Trametinib","MDAMB231"
"4.94321738856951","5.5241149832233","-4.0469653641504","-5.60680871562828","Entinostat","Trametinib","MDAMB231"
"3.20512191196331","3.76327175661802","-1.62837996054829","-2.19692966501541","Pictilisib","Trametinib","MDAMB231"
"-0.76956501928934","-6.43358851311209","-6.91082495133938","-7.5331499738634","GDC-0068","Dactolisib","MDAMB231"
"5.55525047334902","2.59098696255269","-8.53532256043209","-9.59416956036377","KX2-391","Trametinib","MDAMB231"
"2.25082632654234","1.03809291091663","-4.46573125024049","-14.6429290929805","Linsitinib","Trametinib","MDAMB231"
"-2.26079579961341","-7.59801499868234","-8.05762284945378","-10.2576695434757","Ponatinib","Trametinib","MDAMB231"
"12.1886850306249","10.0249350379212","-2.08852394697642","-1.28183968488834","AVN944","Dactolisib","MDAMB231"
"11.8093145903923","10.2331181658916","6.85763249444478","4.92331826967225","Everolimus","Dactolisib","MDAMB231"
"-8.23235441545621","-7.06467683104778","-1.53906833210782","-7.38121631042801","Everolimus","Dactolisib","MFM-223"
"-3.30216209141844","-14.3722849498827","-15.523623684629","-14.4486087532159","Trametinib","Dactolisib","MFM-223"
"-1.17029357301587","-7.94002100353365","-12.3701467098619","-20.0446182970957","Refametinib","Dactolisib","MFM-223"
"-3.52507243993144","-7.93646776180523","-6.07786137645495","-7.406627816658","Indibulin","Dactolisib","MFM-223"
"13.8024385099951","16.154184214158","-0.080352629027313","0.94287768318044","GSK269962","Trametinib","MFM-223"
"7.17237128820335","1.34402236572045","-5.34867042355477","-1.98213018119043","Navitoclax","Trametinib","MFM-223"
"-9.81462954671976","-14.5405398576389","-7.36794212368917","-9.29586328472302","Ponatinib","Trametinib","MFM-223"
"3.37886709245515","1.46501576298503","-8.91164507659931","-8.88982576397661","Olaparib","Trametinib","MFM-223"
"-0.0322598355903367","-2.85413872092062","-9.94759493753762","-25.0643780240883","ABT-199","Trametinib","MFM-223"
"-0.377688698368853","-0.178247460993403","-5.72344579382696","-7.51459264156056","SCH772984","Trametinib","MFM-223"
"13.4736227095387","12.8868090096237","-3.70791564108864","-13.139960746461","Entinostat","Trametinib","MFM-223"
"7.37253909732862","9.35012787805863","-3.34477499559871","-8.39218674827472","Iniparib","Trametinib","MFM-223"
